"04/19/2004 11:31:54",5,1,775,755,743,0,750,728,563,653,46,788,5801
"04/19/2004 11:31:54",5,2,844,853,851,0,863,820,773,661,97,851,6613
"04/19/2004 11:31:54",5,3,895,741,856,0,885,792,724,665,147,856,6561
"04/19/2004 11:31:54",5,4,882,770,735,0,867,792,103,419,9,1004,5581
"04/19/2004 11:31:54",5,5,1068,968,463,0,1062,1020,202,117,564,1127,6591
"04/19/2004 13:50:18",12,1,1311,1317,1243,1249,1293,1135,1313,1132,1538,1206,12737
"04/19/2004 13:50:18",12,2,837,838,813,848,792,745,846,779,952,728,8178
"04/19/2004 13:50:18",12,3,1623,1577,1527,1489,1512,1379,1588,1397,1611,1388,15091
"04/19/2004 13:50:18",12,4,2409,2278,2165,2196,2274,1990,2329,1999,2281,2029,21950
"04/19/2004 13:50:18",12,6,1799,1565,1750,1757,1874,1652,1817,1656,1777,1706,17353
"04/19/2004 13:50:18",12,7,1311,1022,1244,1242,1332,1142,1329,1148,1316,1187,12273
"04/19/2004 13:47:42",7,2,1881,1898,1931,0,2044,663,0,2031,2085,2013,14546
"04/19/2004 13:47:42",7,4,1104,1066,1091,0,1057,438,2,1043,1104,1175,8080
"04/19/2004 13:47:42",7,5,1185,1184,1118,1,1194,1125,1,1093,1170,1178,9249
"04/19/2004 14:56:56",8,1,1196,1123,1189,1198,0,930,946,952,931,952,9417
"04/19/2004 14:56:56",8,2,1069,162,1074,1057,28,880,876,870,874,909,7799
"04/19/2004 14:56:56",8,3,1117,505,1097,1054,195,919,920,936,899,934,8576
"04/19/2004 14:56:56",8,4,1140,982,1097,1100,492,908,912,937,924,953,9445
"04/19/2004 14:56:56",8,5,1125,1115,1056,1013,150,975,1030,1030,973,809,9276
"04/19/2004 14:56:45",11,1,0,2885,2836,2900,2639,0,2879,2406,2419,2438,21402
"04/19/2004 14:56:45",11,3,0,1510,1612,1604,1454,0,1620,1374,1340,1364,11878
"04/19/2004 14:56:45",11,4,113,1271,1265,1258,1205,1086,1223,1166,1016,1068,10671
"04/19/2004 14:56:45",11,5,418,1204,1215,1159,1100,660,1144,706,973,971,9550
"04/19/2004 14:56:45",11,6,1156,1145,1218,1175,1032,1136,1104,1103,935,975,10979
"04/19/2004 14:56:45",11,7,1054,1098,1078,1040,997,1064,1007,1036,1205,1259,10838
"04/19/2004 14:16:55",9,2,896,180,852,857,892,810,889,810,880,824,7890
"04/19/2004 14:16:55",9,3,888,5,823,838,810,828,836,784,797,784,7393
"04/19/2004 14:16:55",9,4,913,202,849,837,833,804,861,834,825,765,7723
"04/19/2004 14:16:55",9,5,861,452,147,801,785,823,644,794,805,771,6883
"04/19/2004 13:10:58",1,2,944,1019,926,986,959,934,928,955,981,953,9585
"04/19/2004 13:10:58",1,3,978,969,970,873,928,993,989,969,982,977,9628
"04/19/2004 13:10:58",1,4,943,1003,1006,931,955,1016,1017,886,977,963,9697
"04/19/2004 13:10:58",1,5,1044,990,1015,960,925,963,988,942,1004,1010,9841
"04/19/2004 15:19:18",2,2,936,981,897,952,887,875,0,1006,1049,992,8575
"04/19/2004 15:19:18",2,3,1024,1069,1036,1033,896,1019,0,1034,1050,1051,9212
"04/19/2004 15:19:18",2,4,949,162,933,989,843,883,0,936,159,990,6844
"04/19/2004 15:19:18",2,5,1007,71,1005,1032,894,1009,0,993,308,1072,7391
"04/19/2004 15:19:38",6,2,1959,2142,0,0,2062,1518,1941,1959,1861,0,13442
"04/19/2004 15:19:38",6,4,1011,1053,0,0,1045,832,1010,1080,777,0,6808
"04/19/2004 15:19:38",6,5,1084,1077,0,0,1061,845,986,953,954,403,7363
