"04/20/2004 11:09:57",12,1,1591,1316,1520,1494,1526,1369,1564,1388,1566,1466,14800
"04/20/2004 11:09:57",12,2,1223,1066,1233,1266,1199,1088,1251,1080,1245,1126,11777
"04/20/2004 11:09:57",12,3,1108,448,1071,1105,1064,940,1087,947,1095,985,9850
"04/20/2004 11:09:57",12,4,1317,999,1255,1262,1300,1119,1323,1138,1329,1185,12227
"04/20/2004 11:09:57",12,5,872,467,754,802,811,702,848,745,815,726,7529
"04/20/2004 11:09:57",12,6,1061,570,1007,994,987,913,1012,896,1044,898,9395
"04/20/2004 11:09:57",12,7,1117,771,1038,1023,1089,917,1118,968,1147,1005,10193
"04/20/2004 11:19:21",11,1,1,1290,1333,1284,1158,0,1229,1039,1014,1062,9410
"04/20/2004 11:19:21",11,2,0,1131,1153,1093,1020,0,1092,888,887,960,8224
"04/20/2004 11:19:21",11,3,2,1471,1434,1423,1360,130,1381,1202,1133,1207,10743
"04/20/2004 11:19:21",11,4,0,1281,1268,1253,1206,6,1241,1166,1033,1054,9508
"04/20/2004 11:19:21",11,5,0,1284,1326,1288,1218,19,1279,730,1074,1129,9347
"04/20/2004 11:19:21",11,6,275,1314,1339,1269,1095,17,1209,1241,1075,1112,9946
"04/20/2004 11:19:21",11,7,964,1235,1261,1298,1226,5,1208,1293,1044,1074,10608
"04/20/2004 12:44:44",5,1,900,854,868,0,946,812,0,455,831,905,6571
"04/20/2004 12:44:44",5,2,615,616,559,0,549,492,0,441,556,587,4415
"04/20/2004 12:44:44",5,3,590,358,527,0,572,501,0,197,472,561,3778
"04/20/2004 12:44:44",5,4,664,632,676,0,694,699,0,11,358,726,4460
"04/20/2004 12:44:44",5,5,480,444,494,0,497,318,25,2,499,581,3340
"04/20/2004 12:35:17",9,2,853,25,810,840,820,786,812,770,849,769,7334
"04/20/2004 12:35:17",9,3,844,709,774,812,791,786,783,752,775,768,7794
"04/20/2004 12:35:17",9,4,920,790,802,793,801,812,802,855,772,745,8092
"04/20/2004 12:35:17",9,5,865,350,497,751,779,801,849,876,799,776,7343
"04/20/2004 14:58:45",7,1,1160,1151,1154,0,1134,1062,0,1145,1154,1140,9100
"04/20/2004 14:58:45",7,2,946,888,968,0,944,782,0,940,948,884,7300
"04/20/2004 14:58:45",7,3,14,28,13,0,15,11,0,16,11,5,113
"04/20/2004 14:58:45",7,4,58,133,79,0,81,76,1,83,90,55,656
"04/20/2004 14:58:45",7,5,4935,5442,5430,1,5584,3065,4,5489,5653,5671,41274
"04/20/2004 15:42:19",6,1,0,0,0,0,0,0,0,0,0,0,0
"04/20/2004 15:42:19",6,2,190,202,0,0,209,145,177,169,167,0,1259
"04/20/2004 15:42:19",6,3,941,1002,0,0,974,732,945,982,933,0,6509
"04/20/2004 15:42:19",6,4,953,1023,0,0,1026,764,973,1006,962,0,6707
"04/20/2004 15:42:19",6,5,1034,1053,0,0,967,812,914,898,938,0,6616
"04/20/2004 15:38:27",2,2,984,0,889,980,860,931,0,983,1001,977,7605
"04/20/2004 15:38:27",2,3,1879,0,1869,1889,1656,1758,0,1916,1953,1951,14868
"04/20/2004 15:38:27",2,5,1056,721,1065,1082,949,1065,0,1071,1111,1105,9228
"04/20/2004 15:44:25",1,2,1015,1070,1002,1043,1014,938,1032,985,1053,1014,10166
"04/20/2004 15:44:25",1,3,988,985,978,917,942,979,1016,973,981,987,9746
"04/20/2004 15:44:25",1,4,903,960,912,873,872,833,935,938,928,935,9089
"04/20/2004 15:44:25",1,5,886,857,850,847,776,867,817,836,904,909,8549
"04/20/2004 17:18:12",10,2,1088,0,1031,1018,1141,1051,1063,0,0,1197,7589
"04/20/2004 17:18:12",10,3,880,0,149,982,1085,1118,948,0,0,389,5551
"04/20/2004 17:18:12",10,4,1010,0,161,904,1085,1123,997,0,0,1049,6329
"04/20/2004 17:18:12",10,5,999,0,326,998,1059,850,1071,0,0,966,6269
"04/20/2004 17:18:12",10,6,729,0,20,734,722,749,711,0,0,33,3698
"04/20/2004 17:18:12",10,7,1239,0,208,1228,1257,1160,1167,0,0,21,6280
